RGB: [100, 100, 100], Nome do bloco: Deepslate
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [25, 25, 25], Nome do bloco: Color_black
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [87, 92, 92], Nome do bloco: Terracotta_cyan
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [151, 109, 77], Nome do bloco: Dirt
RGB: [151, 109, 77], Nome do bloco: Dirt
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 127, 51], Nome do bloco: Color_orange
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [112, 112, 112], Nome do bloco: Stone
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [137, 107, 98], Nome do bloco: Teracotta_light_gray
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [186, 133, 36], Nome do bloco: Terracotta_yellow
RGB: [186, 133, 36], Nome do bloco: Terracotta_yellow
RGB: [186, 133, 36], Nome do bloco: Terracotta_yellow
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [76, 76, 76], Nome do bloco: Color_gray
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [143, 119, 72], Nome do bloco: Wood
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [112, 112, 112], Nome do bloco: Stone
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [151, 109, 77], Nome do bloco: Dirt
RGB: [151, 109, 77], Nome do bloco: Dirt
RGB: [25, 25, 25], Nome do bloco: Color_black
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 127, 51], Nome do bloco: Color_orange
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [137, 107, 98], Nome do bloco: Teracotta_light_gray
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [100, 100, 100], Nome do bloco: Deepslate
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [143, 119, 72], Nome do bloco: Wood
RGB: [186, 133, 36], Nome do bloco: Terracotta_yellow
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [151, 109, 77], Nome do bloco: Dirt
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [142, 60, 46], Nome do bloco: Terracotta_red
RGB: [216, 127, 51], Nome do bloco: Color_orange
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [87, 92, 92], Nome do bloco: Terracotta_cyan
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [151, 109, 77], Nome do bloco: Dirt
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [137, 107, 98], Nome do bloco: Teracotta_light_gray
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [25, 25, 25], Nome do bloco: Color_black
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [216, 127, 51], Nome do bloco: Color_orange
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [76, 76, 76], Nome do bloco: Color_gray
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [153, 153, 153], Nome do bloco: Color_light_gray
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [76, 76, 76], Nome do bloco: Color_gray
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [167, 167, 167], Nome do bloco: Metal
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [209, 177, 161], Nome do bloco: Terracotta_white
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [143, 119, 72], Nome do bloco: Wood
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [102, 76, 51], Nome do bloco: Color_brown
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [129, 86, 49], Nome do bloco: Podzol
RGB: [25, 25, 25], Nome do bloco: Color_black
RGB: [37, 22, 16], Nome do bloco: Terracotta_black
RGB: [57, 41, 35], Nome do bloco: Terracotta_gray
RGB: [76, 50, 35], Nome do bloco: Terracotta_brown
RGB: [151, 109, 77], Nome do bloco: Dirt
RGB: [216, 127, 51], Nome do bloco: Color_orange
RGB: [216, 127, 51], Nome do bloco: Color_orange
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [216, 175, 147], Nome do bloco: Raw_iron
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [199, 199, 199], Nome do bloco: Wool
RGB: [164, 168, 184], Nome do bloco: Clay
RGB: [76, 76, 76], Nome do bloco: Color_gray
RGB: [167, 167, 167], Nome do bloco: Metal
